date,Vault_temp,Strain_Gauge_7,Strain_Gauge_8,Strain_Gauge_9,p1ex,p1ey
2023-04-29,21.86744185,16555.27761,91540.35638,81657.71504,-1.065029121,-0.083607156
2023-04-30,21.86945085,16556.1791,91541.95041,81658.5236,-1.079895863,-0.068474901
2023-05-01,21.86627511,16555.55658,91541.3783,81658.30513,-1.081409909,-0.067197934
2023-05-02,21.9000203,16965.40343,91285.2729,81822.15272,-1.081452422,-0.067421424
2023-05-03,21.97857561,16739.87824,91585.98231,81854.30412,-1.081343955,-0.067774844
2023-05-04,22.08276367,16765.93834,91683.81384,81885.80812,-1.081230153,-0.06810945
2023-05-05,22.12121288,16746.30709,91685.44453,81857.93645,-1.095382059,-0.09761706
2023-05-06,22.09711236,16715.67084,91657.01449,81820.67182,-1.085143864,-0.100935286
2023-05-07,22.09093434,16711.13749,91652.51478,81815.49588,-1.083918097,-0.101245933
2023-05-08,22.0871046,16709.62244,91650.81307,81813.99464,-1.083703891,-0.101227864
2023-05-09,22.05996153,16644.30746,91605.38808,81761.99889,-1.08361012,-0.101178549
2023-05-10,22.14527695,16670.04135,91633.43946,81779.4852,-1.083140833,-0.092715548
2023-05-11,22.12548082,16689.89906,91642.66671,81780.30114,-1.086501229,-0.087169849
2023-05-12,22.06326028,16718.78761,91665.497,81806.10185,-1.089762158,-0.055261992
2023-05-13,22.02727789,16741.69609,91690.28491,81834.93906,-1.085168657,-0.049941627
2023-05-14,21.91321799,16737.53748,91685.91753,81838.98785,-1.089860127,-0.039739844
2023-05-15,21.93417318,16708.39247,91675.92678,81816.20418,-1.090287863,-0.03905808
2023-05-16,21.92196842,16663.50371,91654.0399,81778.33309,-1.090250729,-0.039389676
2023-05-17,21.91854917,16660.98201,91659.13428,81781.79805,-1.09017045,-0.039792765
2023-05-18,21.86220735,16713.60726,91706.6358,81834.82354,-1.079599081,-0.030464725
2023-05-19,21.88900721,16776.76109,91779.45458,81899.83857,-1.079658027,-0.045762096
2023-05-20,21.91633972,16813.81897,91830.70721,81935.75734,-1.082565699,-0.039537244
2023-05-21,21.90143548,16816.97611,91836.30349,81938.67608,-1.082886554,-0.039100407
2023-05-22,21.99729915,16787.79581,91807.16809,81910.41628,-1.082919849,-0.039281687
2023-05-23,22.05619118,16741.67556,91775.73355,81869.37716,-1.082921392,-0.039508463
2023-05-24,22.19272383,16715.90194,91744.80447,81839.98993,-1.082919621,-0.039719379
2023-05-25,22.22310089,16658.55089,91667.19085,81763.42378,-1.082917678,-0.039909726
2023-05-26,22.23323191,16616.72734,91608.62521,81710.56102,-1.074698893,-0.076611886
2023-05-27,22.29373536,16573.78067,91551.41435,81661.29769,-1.073868114,-0.080452032
2023-05-28,22.26478645,16504.45354,91470.55756,81583.14857,-1.073850906,-0.080660364
2023-05-29,22.1937308,16416.07451,91383.90034,81494.01888,-1.073916604,-0.080486764
2023-05-30,22.2079715,16372.7767,91331.29495,81461.18336,-1.071410679,-0.070093595
2023-05-31,22.24269315,16386.58431,91339.35804,81474.11375,-1.072599125,-0.086307855
2023-06-01,22.24908753,16396.15902,91333.47872,81472.61006,-1.070810049,-0.082438574
2023-06-02,22.24935272,16427.18941,91354.77654,81496.6879,-1.070684237,-0.081859174
2023-06-03,22.24027479,16435.63693,91358.9391,81503.50698,-1.070340074,-0.096015909
2023-06-04,22.20375924,16426.74087,91349.85348,81494.42196,-1.055713051,-0.09009515
2023-06-05,22.11118138,16373.76146,91304.10452,81440.35716,-1.054294174,-0.089269511
2023-06-06,22.17839798,16352.36819,91303.28077,81435.75994,-1.270737811,-0.260693691
2023-06-07,22.19126997,16368.42787,91318.248,81448.78975,-1.070195772,-0.130938677
2023-06-08,22.28333577,16382.90502,91339.39302,81459.75699,-1.045947948,-0.112640694
2023-06-09,22.31839341,16314.31362,91255.48976,81378.12502,-1.043671851,-0.110465234
2023-06-10,22.28232792,16283.15698,91200.60813,81336.53743,-1.030729774,-0.106236817
2023-06-11,22.24870558,16289.56326,91201.40369,81343.15017,-1.029765887,-0.105693661
2023-06-12,22.12001275,16270.31726,91203.64517,81333.09373,-1.030086568,-0.105567916
2023-06-13,22.1913395,16307.45007,91265.86417,81386.04988,-1.021200845,-0.106683229
2023-06-14,22.2537581,16360.03809,91314.92128,81435.31212,-1.020654197,-0.09585227
2023-06-15,22.27308985,16387.50789,91341.50966,81451.32606,-1.020990654,-0.09470147
2023-06-16,22.27444314,16390.73125,91344.58867,81453.41686,-1.019108141,-0.091652258
2023-06-17,22.27387679,16391.23986,91345.03963,81453.92717,-1.020728157,-0.089011633
2023-06-18,22.27316945,16391.43122,91345.1872,81454.2335,-1.020113625,-0.090294524
2023-06-19,22.27251167,16391.57363,91345.29115,81454.49187,-1.020320945,-0.090504306
2023-06-20,22.40370393,16342.71738,91305.96684,81409.98611,-1.011681792,-0.111674896
2023-06-21,22.41646854,16337.88646,91302.07029,81405.67862,-1.011035516,-0.113866215
2023-06-22,22.41624157,16337.89286,91302.06721,81405.77863,-1.019067692,-0.097528387
2023-06-23,22.52553825,16344.25003,91362.93071,81442.40893,-1.004888817,-0.11426105
2023-06-24,22.56519229,16361.95595,91375.83217,81447.7649,-1.003624936,-0.115964821
2023-06-25,22.5886695,16385.73276,91397.97762,81462.43785,-1.003766304,-0.116012365
2023-06-26,22.46461472,16363.90697,91394.0213,81440.64584,-1.004035473,-0.115890006
2023-06-27,22.53321617,16382.55059,91415.0606,81465.50414,-1.004293197,-0.11576167
2023-06-28,22.64952892,16439.97635,91471.23349,81520.34986,-1.004526582,-0.115644286
2023-06-29,22.7086905,16458.97908,91486.73724,81525.86724,-1.004736528,-0.115538562
2023-06-30,22.71234075,16460.40169,91487.3823,81525.89071,-1.015914235,-0.105642519
2023-07-01,22.71011135,16459.93825,91486.48343,81525.36269,-1.017192725,-0.104568088
2023-07-02,22.84210069,16678.72239,91668.24016,81766.82335,-1.031028228,-0.138825517
2023-07-03,22.72103003,16649.43746,91634.07611,81720.38865,-1.032454238,-0.142302963
2023-07-04,22.82883843,16559.30609,91563.0988,81632.25728,-1.030035958,-0.080712441
2023-07-05,22.8503854,16580.3189,91588.9061,81650.39101,-1.029700894,-0.074228269
2023-07-06,22.84778255,16656.11775,91685.81878,81723.81074,-1.025941307,-0.045623308
2023-07-07,22.92439783,16697.37646,91741.86691,81762.39277,-1.02085463,-0.072433714
2023-07-08,22.98626042,16690.75498,91747.13562,81748.84546,-1.026659046,-0.10425372
2023-07-09,22.86090069,16708.03076,91757.93277,81759.4169,-1.030240173,-0.046914886
2023-07-10,22.71974935,16715.10032,91784.37608,81770.47495,-1.030576671,-0.041080663
2023-07-11,22.84747247,16719.12885,91819.55461,81796.49347,-1.03055842,-0.040921981
2023-07-12,22.92869584,16750.97402,91851.27344,81825.464,-1.014864337,-0.044612134
2023-07-13,22.9664419,16799.56196,91902.33115,81863.95293,-1.024719138,-0.027367058
2023-07-14,23.05243192,16829.51697,91950.99445,81887.5694,-1.022138896,-0.043285515
2023-07-15,23.11025153,16831.19373,91955.62281,81879.42186,-1.318778371,-0.037516664
2023-07-16,23.12537591,16826.1937,91952.98202,81865.0709,-1.051336265,-0.061067279
2023-07-17,23.00239827,16804.89903,91929.05164,81835.4007,-1.021915791,-0.063740286
2023-07-18,23.11691951,16817.29089,91970.10033,81860.67532,-1.020232322,-0.025474961
2023-07-19,23.19540255,16816.47023,91976.61428,81857.78597,-1.020304066,-0.021659682
2023-07-20,23.20729897,16853.09911,92009.32504,81887.09427,-1.035889875,-0.023909782
2023-07-21,23.15164028,16903.50803,92063.79342,81929.15198,-1.037080367,-0.033997912
2023-07-22,23.23257574,16936.72669,92110.13029,81964.28823,-1.032116183,-0.033935913
2023-07-23,23.23890672,16938.50684,92112.63678,81966.50798,-1.028000308,-0.036698481
2023-07-24,23.23720747,16936.98292,92110.53466,81965.23631,-1.027669693,-0.037154874
2023-07-25,23.13732846,16898.40202,92044.29294,81961.67282,-1.027747359,-0.037339575
2023-07-26,23.24416595,16954.29139,92105.32667,82008.31983,-1.027858863,-0.037480483
2023-07-27,23.25401976,16994.95874,92162.58839,82034.16983,-1.027963716,-0.037604331
2023-07-28,23.31687971,17021.77826,92203.11715,82056.32186,-1.028058467,-0.037715326
2023-07-29,23.31706084,17012.02135,92190.55202,82037.79262,-1.03863768,-0.037122046
2023-07-30,23.34007271,17015.22419,92191.52407,82038.18875,-1.03977321,-0.037141734
2023-07-31,23.23240727,16957.86689,92127.48767,81972.89221,-1.039862174,-0.037220947
2023-08-01,22.78483144,16870.86526,92046.47144,81894.74366,-1.039838475,-0.037298983
2023-08-02,21.81367502,16642.32302,91810.16316,81679.13276,-1.031588642,-0.035092878
2023-08-03,21.57598199,16420.44036,91649.22437,81501.66201,-1.015284681,-0.086406908
2023-08-04,21.35748838,16207.35762,91480.36997,81313.49268,-1.013682664,-0.09165469
2023-08-05,21.34714114,16189.46787,91466.26047,81297.76409,-1.013695022,-0.091823546
2023-08-06,21.35853979,16192.7075,91468.89531,81300.69514,-1.013867706,-0.091469312
2023-08-07,21.08008324,16063.7529,91259.79388,81194.7866,-1.014040881,-0.091094651
2023-08-08,20.98869124,16035.01247,91237.51273,81170.39295,-1.014198519,-0.090751666
2023-08-09,21.03595707,16014.55524,91237.19013,81156.71675,-1.014340416,-0.090442718
2023-08-10,21.07206189,15958.0416,91161.85512,81097.46494,-1.014467969,-0.090164978
2023-08-11,21.09995667,15929.10676,91118.6131,81065.01007,-1.010523607,-0.155552356
2023-08-12,21.04495192,15960.18051,91144.73926,81099.33044,-1.008831046,-0.099779382
2023-08-13,20.87419637,15943.61905,91131.68593,81083.44194,-1.008775996,-0.09342994
2023-08-14,20.75657396,15833.16784,91050.08899,80972.65727,-1.008889651,-0.092594301
2023-08-15,20.80294587,15791.7628,91042.32812,80940.27378,-1.314028948,-0.20514625
2023-08-16,20.66987339,15832.89051,91111.04304,80982.77576,-1.344918272,-0.216397283
2023-08-17,20.78192072,15863.25069,91140.01979,81023.28632,-1.03741556,-0.081667631
2023-08-18,20.84063337,15912.16661,91187.46618,81069.31891,-1.006294889,-0.050908579
2023-08-19,20.85116159,15944.20593,91225.05241,81092.84318,-1.006126281,-0.072932901
2023-08-20,20.81869017,15935.33862,91218.33305,81082.34228,-1.006638055,-0.075573372
2023-08-21,20.68774113,15864.13626,91152.22293,81013.03154,-1.007171808,-0.076037816
2023-08-22,20.88691109,15843.92626,91142.64459,81009.54355,-1.22239072,-0.227217857
2023-08-23,20.96093656,15850.5189,91161.4085,81006.01143,-1.244498447,-0.242613254
2023-08-24,21.02717647,15880.98912,91199.07747,81022.18502,-1.034237359,-0.129788601
2023-08-25,21.01756194,15917.527,91220.26207,81048.98042,-1.015898888,-0.084091161
2023-08-26,21.01791321,15922.59064,91223.18404,81052.98091,-1.018007141,-0.076993213
2023-08-27,21.01922945,15924.05113,91224.01676,81054.34187,-1.018730324,-0.076554029
2023-08-28,21.02052372,15925.01987,91224.56561,81055.31639,-1.019249913,-0.076820248
2023-08-29,20.59717841,15804.77291,91120.4481,80955.49358,-1.02485038,-0.095052047
2023-08-30,20.89910914,15828.48301,91151.31597,80967.49042,-1.018646892,-0.087645543
2023-08-31,20.70075693,15768.47491,91066.04943,80876.87537,-1.026617323,-0.140837794
2023-09-01,20.66963196,15675.30837,90948.87559,80777.81754,-1.030598807,-0.123572617
2023-09-02,20.75779928,15639.33411,90892.30074,80740.08139,-1.032896063,-0.183192564
2023-09-03,20.61975735,15566.69343,90803.00022,80660.57094,-1.037941143,-0.175205228
2023-09-04,20.35783857,15394.0205,90627.65065,80499.76228,-1.038576948,-0.173776024
2023-09-05,20.40252646,15274.78813,90518.13441,80403.54456,-1.038714603,-0.173131261
2023-09-06,20.42852052,15234.80804,90464.76991,80366.93417,-1.044136054,-0.122528972
2023-09-07,20.47197928,15220.50122,90430.1136,80347.82131,-1.310354955,-0.205729135
2023-09-08,20.50790277,15213.50253,90406.85733,80331.88191,-1.133283899,-0.123893529
2023-09-09,20.5296144,15207.19895,90377.83883,80317.10044,-1.062433242,-0.131631551
2023-09-10,20.53401902,15210.41466,90379.29975,80319.50502,-1.052177185,-0.119343514
2023-09-11,20.53629653,15214.29289,90383.67712,80323.41181,-1.051243632,-0.118128794
2023-09-12,20.17546373,15011.07389,90186.60782,80149.52486,-1.06568135,-0.17099673
2023-09-13,20.03453437,14973.17647,90156.0797,80112.12218,-1.185611801,-0.228429818
2023-09-14,19.98542245,14963.25241,90166.69404,80104.23689,-1.093302783,-0.177866443
2023-09-15,20.01086858,14966.34002,90190.82508,80108.2315,-1.084938331,-0.163282126
2023-09-16,19.91728066,14966.90431,90301.72014,80107.43976,-1.088211436,-0.182021303
2023-09-17,19.76151458,14943.72567,90642.87834,80086.64482,-1.088510717,-0.183776303
2023-09-18,19.48848149,14868.49465,91176.15874,80000.15709,-1.088485681,-0.183674936
2023-09-19,19.48664767,14814.56223,91215.65274,79956.51354,-1.075758466,-0.161815055
2023-09-20,19.46053771,14820.77017,91228.364,79975.14782,-1.082346483,-0.167385712
2023-09-21,19.49522023,14864.50113,91270.86871,80026.24663,-1.076836101,-0.174442064
2023-09-22,19.5689582,14928.44791,91338.0113,80093.84726,-1.075984814,-0.171309913
2023-09-23,19.64048934,15013.37036,91423.07089,80167.32607,-1.075946052,-0.170860806
2023-09-24,19.64135214,15148.46412,91553.21448,80298.61554,-1.075992031,-0.170720423
2023-09-25,19.65395658,15227.19052,91630.23971,80373.92653,-1.076042346,-0.170623546
2023-09-26,19.62201988,15257.95337,91672.37297,80403.8558,-1.076088566,-0.170539739
2023-09-27,19.72489146,15288.77526,91700.35859,80433.79919,-1.072467217,-0.212341782
2023-09-28,19.69949043,15259.96699,91665.65144,80396.80084,-1.072135033,-0.216500226
2023-09-29,19.67520849,15199.86601,91599.3199,80337.28529,-1.072161662,-0.21652005
2023-09-30,19.65491967,15153.97083,91546.19066,80294.37349,-1.072221775,-0.216124228
2023-10-01,19.63220662,15132.20043,91519.57979,80278.04051,-1.077328826,-0.165826465
2023-10-02,19.54665875,15078.88818,91460.4475,80227.15038,-1.077890937,-0.160425307
2023-10-03,19.63009508,15094.11977,91477.61008,80251.00155,-1.080125964,-0.171978914
2023-10-04,19.61026449,15125.54019,91506.45461,80281.45473,-1.08490113,-0.144390172
2023-10-05,19.64361187,15118.55541,91496.96728,80274.23723,-1.084271545,-0.144422182
2023-10-06,19.62741741,15073.90693,91446.40967,80226.30598,-1.095137147,-0.146277387
2023-10-07,19.57791235,15061.14324,91421.40194,80209.82023,-1.104203364,-0.159577943
2023-10-08,19.53335373,15090.90003,91451.10647,80248.12272,-1.104983683,-0.161125983
2023-10-09,19.59282928,15122.42125,91492.60351,80287.73566,-1.104865184,-0.161359449
2023-10-10,19.84949129,15191.79947,91579.09964,80354.05311,-1.104667467,-0.161440445
2023-10-11,19.65095602,15234.80388,91622.01602,80385.00354,-1.101806623,-0.140609905
2023-10-12,19.65225613,15248.56306,91638.42897,80402.32476,-1.106415943,-0.156273959
2023-10-13,19.43437714,15229.20575,91618.4422,80384.42108,-1.10676744,-0.158067708
2023-10-14,19.52974715,15211.99024,91629.38874,80391.35751,-1.10745352,-0.13831499
2023-10-15,19.6733751,15213.05025,91631.03989,80392.76464,-1.107391311,-0.136365369
2023-10-16,19.67167009,15131.89004,91533.51879,80298.54788,-1.107259872,-0.136371523
2023-10-17,19.71010374,15073.35491,91466.99459,80234.758,-1.10099534,-0.222405702
2023-10-18,19.6670985,15031.69272,91413.28862,80191.10168,-1.105706306,-0.170582606
2023-10-19,19.67186596,15001.43476,91370.93122,80158.02061,-1.106536835,-0.162530862
2023-10-20,19.71157691,14990.29618,91344.93365,80145.0384,-1.106643573,-0.21085391
2023-10-21,19.5853637,14988.31205,91332.30179,80140.70772,-1.107667325,-0.125249363
2023-10-22,19.43221161,15032.14948,91382.98011,80201.74442,-1.106215641,-0.130769466
2023-10-23,19.33984286,15049.07969,91419.88342,80237.85393,-1.105997065,-0.131675224
2023-10-24,19.7596553,15085.51831,91507.92389,80300.18522,-1.105921472,-0.13203803
2023-10-25,20.47391175,15263.16212,91705.42199,80444.3749,-1.10586698,-0.132313888
2023-10-26,21.10757989,15510.21979,91964.47453,80635.95187,-1.105819502,-0.132556224
2023-10-27,21.75561213,15744.94361,92209.97404,80840.7241,-1.105776999,-0.132773397
2023-10-28,22.04290012,15949.54504,92387.86127,81007.32272,-1.105738819,-0.132968509
2023-10-29,22.2193505,16097.6775,92525.06644,81130.4501,-1.151541507,-0.089781854
2023-10-30,22.28980213,16199.76084,92612.07772,81200.34367,-1.156136041,-0.085563822
2023-10-31,22.48303468,16297.30549,92703.9399,81301.13178,-1.15926525,-0.103244275
2023-11-01,22.46416474,16376.9923,92758.1006,81366.57842,-1.148880299,-0.122828335
2023-11-02,22.39293241,16365.02588,92765.42346,81359.97926,-1.147438577,-0.125090191
2023-11-03,22.45370648,16338.3012,92741.90023,81328.38392,-1.147020933,-0.125416259
2023-11-04,22.42817039,16386.68605,92764.9301,81370.26224,-1.153277284,-0.107699403
2023-11-05,22.49182433,16412.56446,92803.30738,81402.13204,-1.153697964,-0.105972771
2023-11-06,22.36310198,16385.25101,92788.24267,81380.60476,-1.153497215,-0.106000558
2023-11-07,22.3749332,16412.95311,92816.03983,81412.13862,-1.157212391,-0.123922287
2023-11-08,22.22636208,16451.08661,92858.75539,81456.23638,-1.164611793,-0.063936454
2023-11-09,22.25232429,16449.16155,92874.53513,81469.10434,-1.155936672,-0.05750259
2023-11-10,22.36346217,16450.54885,92893.50791,81471.53015,-1.156388859,-0.06161997
2023-11-11,22.38745,16476.77664,92910.69614,81482.53082,-1.163104081,-0.057898911
2023-11-12,22.47284266,16479.64428,92918.03247,81485.73948,-1.163631236,-0.057958903
2023-11-13,22.38973562,16404.87682,92837.99128,81405.73653,-1.16349214,-0.058391601
2023-11-14,22.45838084,16350.84775,92778.20252,81353.68487,-1.163298938,-0.058822627
2023-11-15,22.44680704,16350.70395,92758.81138,81352.08596,-1.157375713,-0.059115693
2023-11-16,22.44622893,16371.12005,92767.70891,81372.0463,-1.156632577,-0.059458587
2023-11-17,22.48125714,16379.47992,92770.09256,81380.04815,-1.262998331,-0.134322604
2023-11-18,22.51088087,16376.84667,92762.06543,81379.23457,-1.171791057,-0.054317971
2023-11-19,22.45424686,16378.07169,92758.02374,81384.31428,-1.156398134,-0.08793189
2023-11-20,22.28978172,16343.59981,92741.71497,81360.74553,-1.15474201,-0.091632412
2023-11-21,22.31466318,16334.5417,92750.08282,81371.1279,-1.154608616,-0.092008547
2023-11-22,22.30477619,16385.58154,92797.71508,81421.99036,-1.154639502,-0.092018392
2023-11-23,22.26157359,16467.11403,92885.76392,81507.75919,-1.162505035,-0.050806721
2023-11-24,22.18057852,16526.68685,92961.64684,81574.18273,-1.161653135,-0.033652949
2023-11-25,22.10829115,17501.35159,92630.03347,81640.1035,-1.160150163,-0.049563806
2023-11-26,22.10111116,17597.77937,92594.40676,81644.6435,-1.159977351,-0.051599149
2023-11-27,22.10108811,17597.70495,92591.58513,81642.63683,-1.159953108,-0.05206376
2023-11-28,21.90332818,16469.87836,92687.50092,81496.88918,-1.187269904,-0.080544483
2023-11-29,22.02651165,16364.6423,92714.23547,81477.77785,-1.179330293,-0.072624552
2023-11-30,22.20604819,16389.06416,92740.11353,81475.87731,-1.179685605,-0.093052349
2023-12-01,22.2661275,16383.75138,92718.49958,81438.61198,-1.181063432,-0.084236417
2023-12-02,22.10141019,16368.73515,92671.77742,81400.59298,-1.191563506,-0.075368547
2023-12-03,21.88786269,16391.05095,92691.1559,81436.80774,-1.180907798,-0.07915559
2023-12-04,21.5546348,16339.01943,92662.59272,81409.20296,-1.179625525,-0.079547292
