Date,p1ex_position,p1ey_position,p1ex_width,p1ey_width
2022-11-29,-0.8783,0.0144,1.1016,1.1085
2022-11-30,-0.8755,-0.0334,0.9999,1.1112
2022-12-02,-0.8824,0.0168,1.001,1.1075
2022-12-03,-0.8726,-0.0099,0.9989,1.1162
2022-12-05,-0.8821,-0.0202,1.0003,1.1098
2022-12-09,-0.8788,-0.0289,1.0002,1.11
2022-12-10,-1.1278,-0.2829,0.997,1.1004
2022-12-12,-0.8873,-0.0475,0.9995,1.1113
2022-12-13,-0.894,-0.0852,1.0014,1.1104
2022-12-14,-0.8879,-0.083,1.0012,1.1085
2022-12-15,-0.8801,-0.0586,0.9993,1.1096
2022-12-16,-0.8832,-0.0482,0.9983,1.1127
2022-12-17,-0.8846,-0.0396,1,1.1106
2022-12-19,-1.1557,-0.2248,0.9979,1.1112
2022-12-20,-0.982,-0.1312,1.0007,1.1126
2022-12-21,-0.88,-0.0829,0.9987,1.1076
2022-12-22,-0.8815,-0.0648,1.0021,1.115
2022-12-27,-0.8855,-0.0311,1.0007,1.1122
2022-12-28,-0.8892,-0.0318,1.0006,1.1124
2022-12-29,-0.8896,-0.0395,1.0005,1.1129
2022-12-30,-0.895,-0.0598,1.0007,1.1117
2022-12-31,-0.897,-0.0072,1.0027,1.1104
2023-01-02,-0.9014,-0.0378,1.003,1.1135
2023-01-03,-1.1654,-0.2606,0.9992,1.1124
2023-01-09,-0.9089,-0.0733,0.9996,1.111
2023-01-10,-0.9065,-0.0676,1.0033,1.113
2023-01-11,-0.9124,-0.0393,1.00271,1.1131
2023-01-12,-0.9193,-0.0754,1.0017,1.1155
2023-01-13,-0.9267,-0.0082,1.0059,1.1122
2023-01-16,-0.9278,0.0143,1.0053,1.1079
2023-01-17,-0.9404,-0.0419,1.0042,1.1106
2023-01-19,-0.9396,-0.0691,1.006,1.1131
2023-01-23,-0.9713,-0.0468,1.0099,1.1134
2023-01-25,-0.9715,-0.0566,1.0112,1.1146
2023-01-27,-0.9793,-0.0615,1.0108,1.1119
2023-01-28,-0.9821,-0.0809,1.0098,1.1091
2023-01-30,-0.9816,-0.0562,1.0116,1.1115
2023-01-31,-0.9822,-0.0742,1.0101,1.1099
2023-02-01,-0.9813,-0.066,1.0113,1.114
2023-02-02,-0.981,-0.0851,1.0101,1.1091
2023-02-06,-0.9996,-0.1321,1.0119,1.0937
2023-02-09,-0.9895,-0.0536,1.0112,1.1131
2023-02-13,-1.1716,-0.1994,1.0113,1.1145
2023-02-14,-0.9755,-0.0781,1.0093,1.1112
2023-02-21,-0.9804,-0.0272,1.0078,1.1069
2023-02-22,-0.963,-0.0283,1.0058,1.1143
2023-02-23,-0.9608,-0.048,1.0062,1.1116
2023-02-24,-0.9497,-0.093,1.0037,1.1096
2023-02-27,-0.9639,-0.123,1.0043,1.1025
2023-02-28,-0.9605,-0.0716,1.0063,1.1132
2023-03-01,-0.9587,-0.0997,1.0051,1.1131
2023-03-02,-1.0329,-0.1904,1.0048,1.1152
2023-03-06,-0.9756,-0.0801,1.01,1.1111
2023-03-07,-0.9717,-0.0853,1.0062,1.1091
2023-03-08,-1.0904,-0.1951,1.0081,1.111
2023-03-09,-1.02,-0.155,1.009,1.106
2023-03-10,-0.9736,-0.0697,1.0094,1.1144
2023-03-13,-0.9717,-0.1034,1.0052,1.1046
2023-03-14,-0.9635,-0.118,1.0047,1.1122
2023-03-17,-1.2239,-0.2751,1.0025,1.1069
2023-03-23,-0.9505,-0.085,1.0036,1.1082
2023-03-24,-0.9511,-0.1333,1.0052,1.1003
2023-03-27,-0.9663,-0.1458,1.007,1.0908
2023-04-03,-0.9838,-0.098,1.0088,1.1118
2023-04-11,-1.0446,-0.0895,1.1065,1.1107
2023-04-13,-1.0543,-0.0976,1.0176,1.1103
2023-04-14,-1.0608,-0.0914,1.0193,1.1127
2023-04-15,-1.0573,-0.1123,1.0175,1.1093
2023-04-18,-1.0607,-0.1526,1.0189,1.1024
2023-04-20,-1.0672,-0.0918,1.0206,1.1103
2023-04-21,-1.3414,-0.2806,1.0179,1.1044
2023-04-22,-1.069,-0.0972,1.0212,1.1062
2023-04-25,-1.0652,-0.0867,1.0188,1.1076
2023-04-29,-1.0802,-0.0711,1.0251,1.1127
2023-05-04,-1.0946,-0.1006,1.0258,1.1089
2023-05-05,-1.0829,-0.1007,1.0261,1.106
2023-05-09,-1.0825,-0.0922,1.0257,1.1117
2023-05-10,-1.086,-0.0875,1.0237,1.113
2023-05-11,-1.089,-0.0558,1.0249,1.1129
2023-05-12,-1.0841,-0.0536,1.0245,1.1137
2023-05-13,-1.0894,-0.0435,1.0264,1.1151
2023-05-17,-1.0788,-0.0337,1.0241,1.1139
2023-05-18,-1.08,-0.0498,1.0239,1.114
2023-05-19,-1.0829,-0.0416,1.0249,1.1156
2023-05-25,-1.0746,-0.0785,1.0259,1.1104
2023-05-29,-1.072,-0.0682,1.0358,1.1116
2023-05-30,-1.0734,-0.0858,1.0333,1.1102
2023-05-31,-1.0714,-0.0803,1.0329,1.1104
2023-06-02,-1.071,-0.0948,1.0328,1.1101
2023-06-03,-1.0562,-0.0875,1.0304,1.1108
2023-06-05,-1.2748,-0.2609,1.0298,1.1028
2023-06-06,-1.05,-0.1125,1.0286,1.0994
2023-06-07,-1.0476,-0.1088,1.0277,1.1025
2023-06-09,-1.0344,-0.1049,1.0276,1.1033
2023-06-12,-1.025,-0.1061,1.0301,1.1049
2023-06-13,-1.025,-0.0951,1.0316,1.1052
2023-06-15,-1.0227,-0.0921,1.0291,1.1099
2023-06-16,-1.0242,-0.0897,1.0281,1.1096
2023-06-17,-1.0231,-0.0912,1.0318,1.1051
2023-06-19,-1.0141,-0.1125,1.0296,1.1037
2023-06-21,-1.022,-0.0959,1.0319,1.107
2023-06-22,-1.0066,-0.1146,1.0294,1.0994
2023-06-29,-1.0177,-0.1047,1.0276,1.1086
2023-07-01,-1.0315,-0.1394,1.0299,1.1106
2023-07-03,-1.029,-0.0771,1.034,1.108
2023-07-05,-1.0253,-0.0486,1.0271,1.1136
2023-07-06,-1.0206,-0.0783,1.035,1.1043
2023-07-07,-1.027,-0.1072,1.0339,1.1025
2023-07-08,-1.03,-0.0458,1.0307,1.1137
2023-07-11,-1.0142,-0.0491,1.0267,1.1152
2023-07-12,-1.0258,-0.0309,1.0287,1.1098
2023-07-13,-1.0221,-0.0484,1.0296,1.1136
2023-07-14,-1.322,-0.0405,1.0315,1.1128
2023-07-15,-1.0216,-0.0646,1.0328,1.1138
2023-07-17,-1.0229,-0.0256,1.0267,1.1098
2023-07-19,-1.0384,-0.0279,1.0336,1.1119
2023-07-20,-1.0378,-0.0375,1.029,1.1084
2023-07-21,-1.0326,-0.0361,1.0281,1.1097
2023-07-22,-1.0289,-0.0387,1.0297,1.1142
2023-07-28,-1.0395,-0.038,1.0289,1.1137
2023-08-01,-1.0312,-0.0357,1.0232,1.1111
2023-08-02,-1.0156,-0.0877,1.0266,1.1062
2023-08-10,-1.0115,-0.154,1.0275,1.0984
2023-08-11,-1.0101,-0.0912,1.0223,1.1149
2023-08-14,-1.3182,-0.2051,1.0221,1.1155
2023-08-16,-1.0069,-0.0689,1.0221,1.1129
2023-08-17,-1.0093,-0.0526,1.023,1.1124
2023-08-18,-1.012,-0.0778,1.022,1.1138
2023-08-21,-1.2289,-0.2303,1.0246,1.1139
2023-08-23,-1.0157,-0.1159,1.0243,1.111
2023-08-24,-1.0201,-0.0824,1.0225,1.1149
2023-08-25,-1.0237,-0.08,1.0198,1.1119
2023-08-28,-1.0289,-0.0981,1.0287,1.1163
2023-08-29,-1.0217,-0.0885,1.0276,1.116
2023-08-30,-1.0301,-0.1429,1.0312,1.0897
2023-08-31,-1.033,-0.1199,1.0335,1.0956
2023-09-01,-1.0347,-0.1822,1.0316,1.0787
2023-09-02,-1.0394,-0.1682,1.0304,1.0716
2023-09-05,-1.0448,-0.1176,1.0343,1.1048
2023-09-06,-1.3131,-0.2072,1.036,1.0998
2023-09-07,-1.1071,-0.116,1.0357,1.1011
2023-09-08,-1.0558,-0.1328,1.0368,1.1084
2023-09-09,-1.0532,-0.1195,1.0381,1.0991
2023-09-11,-1.0677,-0.1729,1.0454,1.0856
2023-09-12,-1.1872,-0.2254,1.0451,1.0921
2023-09-13,-1.0817,-0.1688,1.0439,1.079
2023-09-14,-1.08363,-0.16,1.0462,1.086
2023-09-15,-1.0879,-0.1807,1.0448,1.0743
2023-09-18,-1.0751,-0.1589,1.0414,1.0743
2023-09-19,-1.0831,-0.167,1.0438,1.0805
2023-09-20,-1.0768,-0.1736,1.0418,1.0772
2023-09-21,-1.0765,-0.1698,1.0399,1.0786
2023-09-26,-1.0728,-0.2121,1.0445,1.0774
2023-09-30,-1.0779,-0.1617,1.047,1.0827
2023-10-02,-1.0801,-0.1738,1.0455,1.0801
2023-10-03,-1.0847,-0.1446,1.0468,1.0991
2023-10-04,-1.0836,-0.1474,1.046,1.087
2023-10-05,-1.0947,-0.149,1.051,1.0966
2023-10-06,-1.1028,-0.162,1.0485,1.102
2023-10-10,-1.1001,-0.1409,1.0501,1.1029
2023-10-11,-1.1052,-0.1588,1.0522,1.1079
2023-10-13,-1.106,-0.1386,1.0533,1.1096
2023-10-16,-1.0998,-0.2253,1.0491,1.0651
2023-10-17,-1.1053,-0.164,1.0507,1.0866
2023-10-18,-1.1057,-0.1617,1.052,1.0865
2023-10-19,-1.1058,-0.2114,1.0512,1.0686
2023-10-20,-1.1069,-0.12,1.0502,1.0982
2023-10-21,-1.1054,-0.1347,1.0519,1.105
2023-10-28,-1.1517,-0.0909,1.077,1.1137
2023-10-30,-1.1548,-0.1087,1.0769,1.1024
2023-10-31,-1.1444,-0.1262,1.0708,1.1132
2023-11-03,-1.151,-0.1082,1.0708,1.1116
2023-11-06,-1.155,-0.1261,1.0733,1.1126
2023-11-07,-1.1623,-0.0635,1.0674,1.116
2023-11-08,-1.153,-0.0631,1.0713,1.1182
2023-11-09,-1.1546,-0.0674,1.0742,1.1177
2023-11-10,-1.1615,-0.0627,1.0692,1.1156
2023-11-14,-1.1557,-0.0626,1.0731,1.119
2023-11-16,-1.2633,-0.1379,1.0741,1.1173
2023-11-17,-1.1604,-0.0492,1.0781,1.1185
2023-11-18,-1.1551,-0.0917,1.0717,1.1177
2023-11-22,-1.163,-0.0501,1.0585,1.1157
2023-11-23,-1.1613,-0.037,1.0602,1.1192
2023-11-24,-1.1599,-0.0545,1.0564,1.116
2023-11-27,-1.1875,-0.083,1.0671,1.1162
2023-11-28,-1.1767,-0.0719,1.0683,1.1167
2023-11-29,-1.1781,-0.0934,1.0779,1.118
2023-11-30,-1.1796,-0.0824,1.0755,1.1159
2023-12-01,-1.1902,-0.0745,1.0679,1.1152
2023-12-02,-1.1785,-0.0793,1.0611,1.1148
2023-12-04,-1.176,-0.0818,1.0608,1.1175
